securLayer,HEXinURL,IPinURL,hostLength,URLlength,pathLength,dashInHOST,dotInHOST,dotInPATH,slashInURL,DigitInHOST,NumOfCertainKeyword,numOfSpecialCharacters,AtInURL,underscoreInHOST,underscoreInPATH,PresenceOfWWW,portRedirect,numOfHexWithePersent,NumberOfForms,numGet,numpost,numberOfOuterSRCinScript,numberOfScript,NumberOfIframe,NumberOfApplet,NumberOfEmbed,NumberOfFrame,NumberOflink,NumberOfNonlink,NumberOfFsubmint,NumberOfInputEmail,NumberOfInputpassword,NumberOfFbutton,alexa,age,target label
1,0,0,19,92,65,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,16,16,1,0,0,0,28,0,0,0,0,0,3956,6,0
1,0,0,19,131,104,0,2,0,8,0,1,0,0,0,0,0,0,0,0,0,0,33,33,4,0,0,0,34,1,0,0,0,0,3956,6,0
1,0,0,21,51,22,0,2,0,5,0,2,0,0,0,0,0,0,0,2,2,0,5,13,1,0,0,0,170,0,0,0,0,0,951,21,0
1,0,0,21,51,22,0,2,0,5,0,2,0,0,0,0,0,0,0,2,2,0,5,13,1,0,0,0,170,0,0,0,0,0,951,-10,0
1,0,0,21,45,16,0,2,0,3,0,3,2,0,0,0,0,0,0,2,2,0,5,13,1,0,0,0,164,0,0,0,0,0,951,21,0
1,0,0,17,81,56,0,2,0,4,0,1,0,0,0,0,0,0,0,3,2,1,18,24,3,0,0,0,296,0,0,1,0,0,1615,9,0
1,0,0,17,93,68,0,2,0,4,0,1,0,0,0,0,0,0,0,3,2,1,45,52,25,0,0,0,287,0,0,1,0,0,1619,9,0
1,0,0,11,45,26,0,1,0,4,0,4,2,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,14,0,0,0,0,0,-1,0.4,0
1,0,0,11,38,19,0,1,0,3,0,2,2,0,0,0,0,0,0,1,1,0,9,11,0,0,0,0,10,0,0,0,0,0,-1,0.4,0
1,0,0,11,38,19,0,1,0,3,0,2,2,0,0,0,0,0,0,1,1,0,9,11,0,0,0,0,70,0,0,0,0,0,-1,0.4,0
1,0,0,11,36,17,0,1,0,3,0,2,2,0,0,0,0,0,0,1,1,0,9,11,0,0,0,0,10,0,0,0,0,0,-1,0.4,0
1,0,0,11,20,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,9,10,0,0,0,0,10,0,0,0,0,0,-1,0.4,0
1,0,0,19,87,60,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,18,29,1,0,0,0,4,65,0,0,0,0,9800,22,0
1,0,0,19,28,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,21,2,0,0,0,3,4,0,0,0,0,9800,22,0
1,0,0,19,28,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,20,1,0,0,0,3,4,0,0,0,0,9800,22,0
1,0,0,15,59,36,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,69,5,0,0,0,0,32,8,0
1,0,0,15,55,32,0,2,0,3,0,1,0,0,0,0,0,0,0,1,1,0,3,7,0,0,0,0,73,6,0,0,0,0,32,8,0
1,0,0,15,49,26,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,53,5,0,0,0,0,32,8,0
1,0,0,15,63,40,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,70,5,0,0,0,0,32,8,0
1,0,0,15,56,33,0,2,0,3,0,1,0,0,0,0,0,0,0,1,1,0,3,7,0,0,0,0,59,6,0,0,0,0,-1,8,0
1,0,0,15,30,7,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,32,8,0
1,0,0,15,53,30,0,2,0,3,0,2,0,0,0,0,0,0,0,1,1,0,3,7,0,0,0,0,40,6,0,0,0,0,32,8,0
1,0,0,15,57,34,0,2,0,3,0,1,0,0,0,0,0,0,0,1,1,0,3,7,0,0,0,0,79,6,0,0,0,0,32,8,0
1,0,0,14,47,25,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,1345,6,0
1,0,0,17,55,30,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,80,0,0,0,0,0,63,9,0
1,0,0,22,86,56,0,2,0,5,0,1,0,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,114,0,0,0,0,0,70,14,0
1,0,0,22,86,56,0,2,0,5,0,1,0,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,25,0,0,0,0,0,70,-10,0
1,0,0,14,45,23,0,1,0,5,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,103660,12,0
1,0,0,18,88,62,0,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,3,0
1,0,0,15,61,38,0,2,0,3,0,1,0,0,0,0,0,0,0,1,0,1,9,12,0,0,0,0,84,1,1,0,0,0,8270,32,0
1,0,0,14,62,40,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,10,1,0,0,0,115,0,0,0,0,0,32,8,0
1,0,0,20,85,57,0,2,1,4,0,4,8,0,0,0,0,0,0,2,1,1,10,17,0,0,0,0,33,0,0,0,0,0,23942,9,0
1,0,0,16,105,81,0,2,2,3,0,4,7,0,0,0,0,0,0,2,1,1,17,22,0,0,0,0,3,0,0,1,1,0,1345,6,0
1,0,0,14,48,26,0,1,0,6,0,0,0,0,0,0,0,0,0,1,1,0,16,23,1,0,0,0,115,0,0,0,0,0,9776,0.5,0
1,0,0,14,48,26,0,1,0,6,0,0,0,0,0,0,0,0,0,1,1,0,16,23,1,0,0,0,112,0,0,0,0,0,9776,0.5,0
1,0,0,14,49,27,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,16,23,1,0,0,0,112,0,0,0,0,0,9776,0.5,0
1,0,0,14,49,27,0,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,16,23,1,0,0,0,115,0,0,0,0,0,9776,0.5,0
1,0,0,14,127,105,0,1,0,6,0,0,28,0,0,0,0,0,28,1,1,0,32,41,13,0,0,0,101,0,0,0,0,0,9776,0.5,0
1,0,0,14,82,60,0,1,0,6,0,0,12,0,0,0,0,0,12,1,1,0,32,41,12,0,0,0,103,0,0,0,0,0,9776,0.5,0
1,0,0,14,76,54,0,1,0,6,0,0,12,0,0,0,0,0,12,1,1,0,32,41,13,0,0,0,102,0,0,0,0,0,9776,0.5,0
1,0,0,14,76,54,0,1,0,6,0,0,12,0,0,0,0,0,12,1,1,0,32,41,13,0,0,0,99,0,0,0,0,0,9776,0.5,0
1,0,0,16,69,45,0,2,0,4,0,0,12,0,0,1,0,0,2,1,1,0,8,12,0,0,0,0,309,5,1,0,0,0,5,17,0
1,0,0,16,69,45,0,2,0,4,0,0,12,0,0,1,0,0,2,1,1,0,7,11,0,0,0,0,310,5,1,0,0,0,5,17,0
1,0,0,17,40,15,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,729,8,0
1,0,0,17,40,15,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,729,-10,0
1,0,0,12,48,28,0,1,0,4,0,0,0,0,0,0,0,0,0,2,1,1,8,15,0,0,0,0,43,1,0,0,0,0,15823,17,0
1,0,0,10,19,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,0,0,0,380026,7,0
1,0,0,22,39,9,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,1345,6,0
1,0,0,22,67,37,0,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,1345,6,0
1,0,0,11,37,18,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,1345,6,0
1,0,0,22,63,33,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,1,0,0,0,0,0,1345,6,0
1,0,0,22,70,40,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,1,0,0,0,0,0,1345,6,0
1,0,0,22,68,38,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,2,0,0,0,0,0,1345,6,0
1,0,0,22,68,38,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,3,0,0,0,0,0,1345,6,0
1,0,0,22,57,27,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,1345,6,0
1,0,0,21,58,29,0,2,0,4,0,4,2,0,0,1,0,0,0,1,0,1,8,8,2,0,0,0,22,0,0,0,1,0,3956,6,0
1,0,0,21,58,29,0,2,0,4,0,4,2,0,0,1,0,0,0,1,0,1,8,8,2,0,0,0,22,0,0,0,1,0,3955,6,0
1,0,0,19,287,260,0,2,4,6,0,5,30,0,0,0,0,0,0,1,0,1,0,7,1,0,0,0,3,0,0,1,1,0,1,20,0
1,0,0,19,190,163,0,2,2,6,0,5,18,0,0,0,0,0,0,1,0,1,0,7,1,0,0,0,3,0,0,1,1,0,1,20,0
1,0,0,19,257,230,0,2,4,5,0,5,26,0,0,0,0,0,0,1,0,1,0,7,1,0,0,0,3,0,0,1,1,0,1,20,0
1,0,0,19,312,285,0,2,4,6,0,7,32,1,0,2,0,0,6,1,0,1,0,7,1,0,0,0,3,0,0,1,1,0,1,20,0
1,0,0,19,28,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,21,2,0,0,0,3,4,0,0,0,0,9800,20,0
1,0,0,19,246,219,0,2,8,11,0,10,14,0,0,3,0,0,1,1,0,1,5,8,1,0,0,0,13,1,0,0,0,0,1,20,0
1,0,0,25,51,18,0,4,1,3,0,2,2,0,0,0,0,0,0,1,0,1,7,7,0,0,0,0,4,0,0,0,1,0,3836,18,0
1,0,0,22,181,151,0,2,0,4,0,0,18,2,0,0,0,0,8,0,0,0,15,29,3,0,0,0,52,4,0,1,0,0,43,26,0
1,0,0,22,31,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,29,3,0,0,0,76,19,0,1,0,0,43,26,0
0,0,0,10,75,58,0,2,1,6,0,0,6,0,0,0,1,0,0,1,1,0,15,42,3,0,0,0,204,3,0,0,0,0,611,23,0
0,0,0,10,73,56,0,2,0,6,0,0,6,0,0,0,1,0,0,1,1,0,15,42,3,0,0,0,204,3,0,0,0,0,611,23,0
0,0,0,10,74,57,0,2,0,6,0,0,6,0,0,0,1,0,0,1,1,0,15,42,3,0,0,0,204,3,0,0,0,0,611,23,0
0,0,0,10,39,22,0,2,0,5,0,0,0,0,0,0,1,0,0,1,1,0,15,40,4,0,0,0,195,2,0,0,0,0,611,23,0
0,0,0,11,475,457,0,2,8,4,0,5,48,0,0,6,1,0,0,0,0,0,47,54,0,0,0,0,17,0,0,0,0,0,432,14,0
0,0,0,11,475,457,0,2,8,4,0,5,48,0,0,6,1,0,0,0,0,0,47,54,0,0,0,0,17,0,0,0,0,0,432,22,0
0,0,0,11,476,458,0,2,8,4,0,4,48,0,0,5,1,0,0,0,0,0,51,59,0,0,0,0,17,0,0,0,0,0,434,-10,0
0,0,0,18,32,7,0,2,0,4,0,0,0,0,0,0,1,0,0,1,1,0,4,6,0,0,0,0,40,0,1,0,0,0,7209379,17,0
0,0,0,18,45,20,0,2,0,3,0,2,4,0,0,0,1,0,0,2,2,0,5,8,2,0,0,0,35,0,2,0,0,0,7209379,17,0
0,0,0,18,117,92,0,2,0,6,0,0,0,0,0,0,1,0,0,2,1,1,23,34,1,0,0,0,173,1,4,0,0,0,523414,-10,0
0,0,0,10,36,19,0,2,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5726199,6,0
0,0,0,10,28,11,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,5726199,6,0
0,0,0,10,37,20,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5726199,6,0
0,0,0,10,26,9,0,2,1,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5726199,6,0
0,0,0,10,30,13,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,5726199,6,0
1,0,0,20,538,510,0,2,4,5,0,5,68,0,0,0,0,0,61,1,0,1,11,23,0,0,0,0,40,3,1,0,0,0,5726199,20,0
0,0,0,10,35,18,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5726199,6,0
0,0,0,10,30,13,0,2,1,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5726199,6,0
0,0,0,10,36,19,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5726199,6,0
0,0,0,10,33,16,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5726199,6,0
0,0,0,10,35,18,0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5726199,6,0
0,0,0,10,38,21,0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5726199,6,0
0,0,0,10,35,18,0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5726199,6,0
0,0,0,10,33,16,0,2,1,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5726199,6,0
0,0,0,10,35,18,0,2,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,5726199,-10,0
0,0,0,10,18,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5726199,6,0
0,0,0,13,75,55,0,3,0,6,0,2,0,0,0,0,1,0,0,1,1,0,17,19,1,0,0,0,65,0,1,0,0,0,4087,14,0
0,0,0,13,67,47,0,3,0,5,0,2,0,0,0,0,1,0,0,1,1,0,17,19,1,0,0,0,66,0,1,0,0,0,4087,14,0
0,0,0,13,58,38,0,3,0,5,0,2,0,0,0,0,1,0,0,1,1,0,9,13,0,0,0,0,43,2,1,0,0,0,4087,14,0
0,0,0,20,111,84,0,2,0,4,0,3,0,0,0,0,1,0,0,1,0,1,14,23,1,0,0,0,99,0,2,0,0,0,735679,15,0
0,0,0,14,25,4,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,18,21,1,0,0,0,66,1,0,0,0,0,749991,6,0
0,0,0,24,37,6,1,2,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5375432,7,0
0,0,0,19,157,131,0,2,0,4,1,1,38,0,0,0,1,0,36,1,1,0,27,40,2,0,0,0,77,0,0,0,0,0,13984,1,0
0,0,0,19,158,132,0,2,0,4,1,1,38,0,0,0,1,0,36,1,1,0,27,40,2,0,0,0,76,0,0,0,0,0,14077,1,0
0,0,0,19,158,132,0,2,0,4,1,1,38,0,0,0,1,0,36,1,1,0,27,40,2,0,0,0,77,0,0,0,0,0,14031,1,0
0,0,0,19,158,132,0,2,0,4,1,1,38,0,0,0,1,0,36,1,1,0,27,40,2,0,0,0,77,0,0,0,0,0,14077,1,0
0,0,0,19,39,13,0,2,0,3,1,0,2,0,0,0,1,0,0,1,1,0,10,15,0,0,0,0,75,0,0,0,0,0,14031,1,0
0,0,0,19,151,125,0,2,0,4,1,0,36,0,0,0,1,0,36,1,1,0,28,40,1,0,0,0,90,0,0,0,0,0,14077,1,0
0,0,0,19,151,125,0,2,0,4,1,0,36,0,0,0,1,0,36,1,1,0,28,40,1,0,0,0,90,0,0,0,0,0,14031,1,0
1,0,0,17,318,293,0,3,3,3,0,1,82,0,0,0,1,0,10,2,2,0,9,23,1,0,0,0,149,9,3,0,0,0,97,19,0
1,0,0,17,26,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1,1,0,3,12,0,0,0,0,49,4,2,0,0,0,97,19,0
1,0,0,17,26,1,0,3,0,3,0,0,0,0,0,0,1,0,0,1,1,0,4,13,1,0,0,0,49,4,2,0,0,0,97,19,0
0,0,0,16,66,43,0,2,1,4,0,1,4,0,0,0,1,0,0,0,0,0,7,8,0,0,2,0,58,4,0,0,0,0,1398109,19,0
0,0,0,16,55,32,0,2,1,4,0,1,2,0,0,0,1,0,0,0,0,0,7,8,0,0,2,0,138,4,0,0,0,0,1398109,14,0
0,0,0,16,66,43,0,2,1,4,0,1,4,0,0,0,1,0,0,0,0,0,7,8,0,0,2,0,58,4,0,0,0,0,1398109,14,0
0,0,0,16,80,57,0,2,1,4,0,3,4,0,0,1,1,0,0,0,0,0,7,8,0,0,2,0,23,3,0,0,0,0,1398109,19,0
0,0,0,16,51,28,0,2,1,4,0,2,2,0,0,0,1,0,0,0,0,0,7,8,0,0,2,0,25,3,0,0,0,0,1398109,19,0
0,0,0,22,49,20,0,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,9,0,0,1,0,2,0,0,0,0,0,72003,15,0
0,0,0,23,218,188,0,3,1,3,0,3,52,0,0,1,1,0,10,4,1,3,32,43,16,0,0,0,201,10,0,0,1,0,37305,3,0
0,0,0,14,61,40,0,2,1,9,0,1,0,0,0,1,1,0,0,1,1,0,26,39,4,0,0,0,54,0,0,0,0,0,240705,-10,0
0,0,0,14,144,123,0,2,1,4,0,1,12,0,0,1,1,0,0,1,0,1,6,12,1,0,0,0,3,0,0,0,0,0,4379,20,0
0,0,0,14,144,123,0,2,1,4,0,1,12,0,0,1,1,0,0,1,0,1,6,12,1,0,0,0,3,0,0,0,0,0,4379,19,0
0,0,0,14,144,123,0,2,1,4,0,1,12,0,0,1,1,0,0,1,0,1,6,12,1,0,0,0,3,0,0,0,0,0,4379,18,0
0,0,0,18,50,25,2,2,1,4,0,0,2,0,0,0,1,0,0,6,3,3,23,43,8,0,0,0,106,7,3,0,1,1,96029,6,0
0,0,0,14,22,1,0,2,0,3,0,0,0,0,0,0,1,0,0,8,7,1,40,45,16,0,0,0,587,2,7,0,1,1,464,14,0
0,0,0,17,165,141,0,2,0,4,0,0,44,0,0,0,1,0,44,2,2,0,36,59,18,0,0,0,201,0,1,0,0,0,17210,0.5,0
0,0,0,17,165,141,0,2,0,4,0,0,44,0,0,0,1,0,44,2,2,0,37,60,13,0,0,0,199,0,1,0,0,0,17210,0.5,0
0,0,0,17,189,165,0,2,0,4,0,0,52,0,0,0,1,0,52,2,2,0,37,60,17,0,0,0,202,0,1,0,0,0,17210,0.5,0
0,0,0,17,189,165,0,2,0,4,0,0,52,0,0,0,1,0,52,2,2,0,35,58,15,0,0,0,202,0,1,0,0,0,17210,0.5,0
0,0,0,17,103,79,0,2,0,6,0,0,20,0,0,0,1,0,20,2,2,0,27,41,4,0,0,0,185,0,1,0,0,0,17210,0.5,0
0,0,0,17,41,17,0,2,0,5,0,0,0,0,0,0,1,0,0,2,2,0,32,47,4,0,0,0,229,0,1,0,0,0,17210,0.5,0
0,0,0,13,34,14,0,2,0,4,0,0,0,0,0,0,1,0,0,1,0,1,14,20,0,0,0,0,21,0,1,0,2,0,-1,2,0
0,0,0,13,29,9,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,8,14,0,0,0,0,14,0,0,0,0,0,-1,2,0
0,0,0,13,21,1,0,2,0,3,0,0,0,0,0,0,1,0,0,1,0,1,14,20,0,0,0,0,42,5,1,0,1,0,-1,2,0
0,0,0,19,67,41,0,2,0,6,0,0,0,0,0,1,1,0,0,9,4,5,25,43,5,0,0,0,296,13,5,4,2,6,130071,10,0
0,0,0,16,38,15,0,2,0,4,0,1,0,0,0,0,1,0,0,2,2,0,25,39,1,0,0,0,117,0,1,0,0,0,628101,19,0
0,0,0,16,48,25,0,2,0,5,0,0,0,0,0,0,1,0,0,3,3,0,32,49,2,0,0,0,113,0,1,0,0,0,628101,19,0
0,0,0,16,29,6,0,2,0,4,0,0,0,0,0,0,1,0,0,2,2,0,24,40,1,0,0,0,39,0,1,0,0,0,628101,19,0
0,0,0,16,24,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,628101,19,0
0,0,0,17,25,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,11,24,0,0,0,0,10,0,0,0,0,0,424154,11,0
0,0,0,19,40,14,0,2,0,4,0,1,0,0,0,0,1,0,0,1,1,0,31,40,7,0,0,0,119,0,1,0,0,0,137,13,0
0,0,0,19,52,26,0,2,0,4,0,1,0,0,0,0,1,0,0,1,1,0,26,35,6,0,0,0,47,0,1,0,0,0,137,13,0
0,0,0,19,52,26,0,2,0,4,0,1,0,0,0,0,1,0,0,1,1,0,31,40,8,0,0,0,119,0,1,0,0,0,137,13,0
0,0,0,17,48,24,0,2,0,6,0,2,0,0,0,0,1,0,0,2,1,1,10,17,3,0,0,0,286,0,2,0,1,0,2574,18,0
0,0,0,17,37,13,1,2,0,4,0,0,0,0,0,0,1,0,0,1,1,0,7,13,0,0,0,0,86,10,0,0,0,0,9430,8,0
0,0,0,17,37,13,1,2,0,4,0,0,0,0,0,0,1,0,0,1,1,0,7,13,0,0,0,0,79,10,0,0,0,0,9430,8,0
0,0,0,17,25,1,1,2,0,3,0,0,0,0,0,0,1,0,0,1,1,0,5,8,0,0,0,0,67,1,0,0,0,0,9430,8,0
0,0,0,13,49,29,0,2,1,4,0,1,2,0,0,0,1,0,0,8,4,4,13,23,1,0,0,0,76,7,4,0,1,1,260786,12,0
0,0,0,14,123,102,0,2,0,4,0,1,28,0,0,0,1,0,5,5,0,5,7,27,3,0,0,0,207,0,0,0,0,0,6060,14,0
0,0,0,15,226,204,0,2,0,6,0,1,60,0,0,0,1,0,13,2,0,2,35,60,7,0,0,0,175,16,2,1,0,0,85267,22,0
0,0,0,20,28,1,0,2,0,3,0,2,0,0,0,0,1,0,0,0,0,0,18,24,0,0,0,0,61,0,0,0,0,0,3040728,5,0
0,0,0,16,36,13,0,2,0,3,0,0,2,0,0,0,1,0,0,1,1,0,11,18,1,0,0,0,23,0,0,0,0,0,8431,-10,0
0,0,0,16,24,1,0,2,0,3,0,0,0,0,0,0,1,0,0,1,1,0,13,21,2,0,0,0,122,0,0,0,0,0,8431,-10,0
0,0,0,17,45,21,0,2,1,5,0,1,0,0,0,0,1,0,0,0,0,0,12,24,6,0,0,0,79,4,0,0,0,0,10937,19,0
0,0,0,14,50,29,0,2,0,6,0,0,0,0,0,0,1,0,0,1,0,1,9,16,3,0,0,0,6,0,1,0,0,1,67883,-10,0
0,0,0,18,35,10,0,2,0,4,0,1,0,0,0,0,0,0,0,1,1,0,4,8,0,0,0,0,123,0,0,0,0,0,46913,10,0
0,0,0,15,33,11,0,3,0,4,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,32579,17,0
1,0,0,10,47,29,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,1,11,18,4,0,0,0,186,3,0,0,1,0,68451,17,0
0,0,0,13,114,94,0,1,0,4,0,1,0,0,0,0,0,0,0,2,1,1,19,25,4,0,0,0,67,15,1,1,0,0,18453070,1,0
0,0,0,22,55,26,0,2,0,6,0,1,0,0,0,1,0,0,0,2,1,1,16,30,0,0,0,0,391,5,0,0,0,0,176,17,0
0,0,0,22,45,16,0,2,0,6,0,1,0,0,0,0,0,0,0,3,1,2,16,30,0,0,0,0,236,6,0,0,0,0,176,17,0
0,0,0,23,41,11,0,2,0,5,0,2,0,0,0,0,0,0,0,1,1,0,8,9,0,0,0,0,66,0,0,0,0,0,1289,-10,0
0,0,0,16,35,12,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,39,0,0,0,0,0,2980721,-10,0
0,0,0,38,701,656,0,3,21,4,3,7,62,0,0,9,0,0,0,1,1,0,6,7,1,0,0,0,5,0,0,0,0,0,3605,18,0
0,0,0,13,36,16,0,1,0,3,0,2,0,0,0,1,0,0,0,1,1,0,28,35,8,0,0,0,130,9,0,0,0,0,9592,1,0
0,1,0,26,381,348,1,2,2,5,0,5,15,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,-1,-1,0
0,0,0,31,328,290,0,3,1,4,0,1,34,0,0,0,0,0,26,3,2,1,9,13,0,0,0,0,5,3,1,0,0,0,3596,18,0
0,0,0,31,200,162,0,3,1,4,0,0,20,0,0,0,0,0,12,3,2,1,9,13,0,0,0,0,5,3,1,0,0,0,3619,18,0
0,0,0,31,114,76,0,3,1,3,0,0,8,0,0,0,0,0,6,0,0,0,8,12,0,0,0,0,0,1,0,0,0,0,3605,-10,0
0,0,0,18,117,92,0,2,3,4,0,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2622,0.4,0
0,0,0,16,35,12,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27843,5,0
0,0,0,29,68,32,1,2,2,5,0,3,0,0,0,2,0,0,0,2,2,0,9,12,0,0,0,0,85,0,0,0,0,0,1288,3,0
0,0,0,29,62,26,1,2,2,5,0,3,0,0,0,1,0,0,0,2,2,0,9,12,0,0,0,0,121,0,0,0,0,0,1288,-10,0
0,0,0,7,44,30,0,1,2,5,0,0,0,0,0,0,0,0,0,2,2,0,7,7,0,0,0,0,310,0,1,0,0,0,1231,20,0
0,0,0,17,68,44,0,2,2,6,0,3,0,0,0,0,0,0,0,1,1,0,4,5,1,0,0,0,82,0,1,0,0,0,5916,6,0
0,0,0,17,25,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,91,0,0,0,0,0,5932,6,0
0,1,0,23,114,84,0,2,1,3,0,1,4,0,0,0,0,0,0,0,0,0,18,21,3,0,0,0,5,1,0,0,0,0,1328,18,0
0,0,0,19,49,23,0,2,1,3,0,1,4,0,0,0,0,0,0,1,1,0,6,9,1,0,0,0,22,0,0,0,0,0,4530,30,0
0,0,0,19,49,23,0,2,1,3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,30,0
0,0,0,17,77,53,0,2,3,5,0,1,2,0,0,0,0,0,0,1,1,0,21,45,3,0,0,0,195,38,0,0,0,0,3658,17,0
0,0,0,22,36,7,1,4,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,86,18,1,0,0,0,5575,0,0
0,0,0,19,65,39,0,2,1,5,0,3,0,0,0,0,0,0,0,0,0,0,5,12,0,0,1,0,80,0,0,0,0,0,17361,15,0
0,0,0,19,65,39,0,2,1,5,0,3,0,0,0,0,0,0,0,0,0,0,5,12,0,0,1,0,80,0,0,0,0,0,17288,15,0
0,0,0,9,17,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,14,20,0,0,0,0,42,5,1,0,1,0,-1,2,0
0,0,0,13,30,10,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,16382,9,0
0,0,0,15,54,32,0,2,1,3,0,1,4,0,0,0,0,0,0,7,3,4,4,8,0,0,0,0,238,10,4,0,1,0,26477,0,0
